Timestamp,FPS,Inference_ms,Angle,Jitter,CPU_Usage
1772681644.918,31.8,15.2,95.20,3.143,0.0
1772681644.957,25.7,15.4,94.13,1.064,0.0
1772681644.993,27.7,15.4,92.34,1.798,0.0
1772681645.032,26.1,15.7,94.57,2.236,0.0
1772681645.058,37.5,16.2,94.74,0.171,0.0
1772681645.088,33.4,15.5,93.79,0.951,0.0
1772681645.128,25.4,15.2,94.28,0.491,0.0
1772681645.157,33.7,16.8,95.09,0.805,0.0
1772681645.198,24.5,15.4,95.20,0.111,0.0
1772681645.225,36.7,15.3,94.81,0.385,0.0
1772681645.253,36.3,15.4,94.59,0.227,0.0
1772681645.312,17.1,21.2,95.07,0.486,0.0
1772681645.341,34.5,22.4,93.63,1.445,0.0
1772681645.369,34.9,21.2,93.65,0.024,0.0
1772681645.401,31.9,20.6,92.53,1.119,0.0
1772681645.432,32.3,19.8,92.41,0.122,0.0
1772681645.465,29.6,20.0,93.69,1.279,0.0
1772681645.497,32.0,21.2,93.48,0.208,0.0
1772681645.528,31.5,21.3,93.67,0.191,0.0
1772681645.565,27.1,19.3,92.67,1.004,0.0
1772681645.596,32.5,19.6,92.47,0.201,0.0
1772681645.631,28.2,19.6,91.05,1.419,0.0
1772681645.661,33.4,19.4,92.35,1.306,0.0
1772681645.693,31.8,20.2,91.29,1.065,0.0
1772681645.731,26.4,19.1,92.48,1.191,0.0
1772681645.761,33.2,20.5,92.72,0.244,0.0
1772681645.798,26.9,20.4,92.23,0.496,0.0
1772681645.825,37.2,16.5,92.10,0.128,0.0
1772681645.860,28.3,15.9,92.00,0.097,0.0
1772681645.897,27.1,16.3,87.42,4.581,0.0
1772681645.925,35.5,15.7,89.56,2.133,0.0
1772681645.963,26.6,16.5,92.46,2.902,0.0
1772681645.992,34.7,16.5,90.69,1.770,0.0
1772681646.021,34.5,15.8,0.00,0.000,0.0
1772681646.061,24.9,15.7,0.00,0.000,0.0
1772681646.086,39.4,15.5,87.87,2.819,0.0
1772681646.130,22.8,14.9,89.43,1.565,0.0
1772681646.157,37.7,15.0,0.00,0.000,0.0
1772681646.193,27.6,16.0,87.88,1.557,0.0
1772681646.227,29.6,16.2,86.67,1.207,0.0
1772681646.254,37.0,15.9,85.67,0.994,0.0
1772681646.296,23.9,16.4,87.00,1.330,0.0
1772681646.318,45.1,16.4,87.17,0.164,0.0
1772681646.353,28.6,16.3,88.32,1.153,0.0
1772681646.391,26.1,17.0,87.21,1.112,0.0
1772681646.422,32.3,15.8,87.51,0.297,0.0
1772681646.461,25.6,16.1,88.66,1.155,0.0
1772681646.486,40.2,16.1,0.00,0.000,0.0
1772681646.525,25.9,15.3,0.00,0.000,0.0
1772681646.561,27.8,15.8,0.00,0.000,0.0
1772681646.588,36.6,16.2,0.00,0.000,0.0
1772681646.636,20.9,15.7,87.05,1.616,0.0
1772681646.660,41.6,15.7,87.82,0.772,0.0
1772681646.685,39.4,15.5,0.00,0.000,0.0
1772681646.726,24.9,15.1,84.39,3.431,0.0
1772681646.756,32.4,15.1,0.00,0.000,0.0
1772681646.798,24.1,15.2,85.43,1.040,0.0
1772681646.823,39.6,15.3,83.04,2.383,0.0
1772681646.853,33.2,16.4,83.99,0.943,0.0
1772681646.891,26.6,15.8,83.91,0.080,0.0
1772681646.922,32.4,16.6,82.71,1.196,0.0
1772681646.968,21.7,21.5,83.50,0.787,0.0
1772681646.998,33.3,19.3,0.00,0.000,0.0
1772681647.027,33.7,16.6,83.10,0.394,0.0
1772681647.057,33.4,16.0,0.00,0.000,0.0
1772681647.100,23.6,20.1,0.00,0.000,0.0
1772681647.126,38.2,16.7,0.00,0.000,0.0
1772681647.165,25.9,23.0,82.82,0.285,0.0
1772681647.198,30.3,18.6,83.00,0.179,0.0
1772681647.227,34.0,17.7,0.00,0.000,0.0
1772681647.261,29.4,17.0,82.90,0.098,0.0
1772681647.291,32.8,16.7,88.89,5.989,0.0
1772681647.324,31.2,17.3,0.00,0.000,0.0
1772681647.354,33.1,16.6,0.00,0.000,0.0
1772681647.393,25.6,16.6,0.00,0.000,0.0
1772681647.424,31.9,18.6,83.49,5.399,0.0
1772681647.470,21.9,24.3,90.24,6.752,0.0
1772681647.494,41.6,17.5,0.00,0.000,0.0
1772681647.526,30.7,15.9,0.00,0.000,0.0
1772681647.564,26.9,16.5,83.83,6.410,0.0
1772681647.591,36.6,16.8,83.25,0.576,0.0
1772681647.621,33.2,16.9,83.96,0.709,0.0
1772681647.658,27.0,16.9,89.31,5.347,0.0
1772681647.688,33.0,17.0,89.15,0.163,0.0
1772681647.729,24.5,17.0,0.00,0.000,0.0
1772681647.757,35.5,19.4,89.72,0.574,0.0
1772681647.794,27.3,17.0,92.04,2.316,0.0
1772681647.823,34.5,17.0,0.00,0.000,0.0
1772681647.853,33.4,16.8,0.00,0.000,0.0
1772681647.896,23.1,16.8,0.00,0.000,0.0
1772681647.922,38.5,17.5,93.04,1.006,0.0
1772681647.960,26.4,17.8,91.97,1.072,0.0
1772681647.991,32.9,17.3,90.07,1.901,0.0
1772681648.019,34.8,16.9,0.00,0.000,0.0
1772681648.061,24.3,17.4,92.50,2.434,0.0
1772681648.089,35.0,17.7,0.00,0.000,0.0
1772681648.133,23.0,17.1,0.00,0.000,0.0
1772681648.158,39.3,17.2,94.77,2.269,0.0
1772681648.187,34.7,16.6,0.00,0.000,0.0
1772681648.227,25.3,16.9,0.00,0.000,0.0
1772681648.257,33.0,18.4,94.53,0.240,0.0
1772681648.297,24.6,19.3,92.84,1.693,0.0
1772681648.324,37.0,16.8,0.00,0.000,0.0
1772681648.354,33.8,16.4,0.00,0.000,0.0
1772681648.392,26.0,16.5,0.00,0.000,0.0
1772681648.422,33.9,16.5,0.00,0.000,0.0
1772681648.460,26.0,17.2,0.00,0.000,0.0
1772681648.489,34.8,16.0,0.00,0.000,0.0
1772681648.523,29.9,17.0,92.45,0.393,0.0
1772681648.560,26.6,17.3,95.24,2.794,0.0
1772681648.589,34.6,16.4,93.88,1.364,0.0
1772681648.627,26.2,17.1,93.74,0.134,0.0
1772681648.659,31.0,18.4,92.36,1.380,0.0
1772681648.690,32.4,17.5,94.71,2.344,0.0
1772681648.727,27.7,17.6,94.26,0.450,0.0
1772681648.758,32.2,17.3,94.35,0.091,0.0
1772681648.794,27.2,17.7,94.50,0.148,0.0
1772681648.825,32.6,17.6,94.81,0.312,0.0
1772681648.854,34.0,17.4,94.18,0.627,0.0
1772681648.895,24.8,18.0,94.69,0.508,0.0
1772681648.924,34.5,17.2,93.57,1.118,0.0
1772681648.963,25.3,17.8,95.87,2.301,0.0
1772681648.991,35.9,17.1,98.08,2.214,0.0
1772681649.029,26.7,21.8,95.63,2.456,0.0
1772681649.057,34.5,17.2,94.89,0.737,0.0
1772681649.090,30.4,17.1,93.71,1.184,0.0
1772681649.129,25.9,18.3,93.04,0.663,0.0
1772681649.159,33.3,16.9,94.50,1.452,0.0
1772681649.197,26.3,15.8,94.94,0.447,0.0
1772681649.225,36.2,16.5,96.60,1.657,0.0
1772681649.276,19.7,27.8,93.56,3.038,0.0
1772681649.302,37.1,19.6,92.59,0.973,0.0
1772681649.326,42.6,17.6,93.03,0.439,0.0
1772681649.354,35.1,17.1,95.08,2.052,0.0
1772681649.394,25.0,17.7,95.51,0.432,0.0
1772681649.423,35.0,17.0,95.46,0.050,0.0
1772681649.470,21.4,18.6,95.28,0.178,0.0
1772681649.494,41.9,17.1,94.54,0.741,0.0
1772681649.528,29.4,21.5,97.46,2.914,0.0
1772681649.573,22.3,22.4,98.11,0.656,0.0
1772681649.600,36.9,20.9,91.63,6.480,0.0
1772681649.625,38.9,17.0,95.33,3.701,0.0
1772681649.663,27.0,17.7,90.46,4.878,0.0
1772681649.691,34.8,17.3,92.16,1.700,0.0
1772681649.734,23.2,18.2,91.33,0.830,0.0
1772681649.758,41.8,17.2,95.66,4.331,0.0
1772681649.807,20.5,19.3,86.01,9.647,0.0
1772681649.830,42.9,17.3,86.46,0.450,0.0
1772681649.857,37.9,17.2,83.52,2.935,0.0
1772681649.895,25.9,17.8,85.96,2.437,0.0
1772681649.926,32.4,16.8,85.27,0.695,0.0
1772681649.955,35.3,17.6,85.08,0.189,0.0
1772681649.994,25.3,16.8,94.71,9.627,0.0
1772681650.028,29.5,16.9,94.03,0.679,0.0
1772681650.058,33.4,17.1,83.69,10.339,0.0
1772681650.091,30.3,17.2,94.59,10.901,0.0
1772681650.122,32.1,17.9,87.77,6.822,0.0
1772681650.161,26.0,17.6,95.67,7.905,0.0
1772681650.191,32.6,17.0,88.39,7.283,0.0
1772681650.228,27.4,17.5,94.61,6.224,0.0
1772681650.258,32.7,17.4,90.90,3.711,0.0
1772681650.291,30.7,20.0,88.65,2.255,0.0
1772681650.328,27.2,18.2,94.01,5.358,0.0
1772681650.359,31.5,18.2,90.74,3.265,0.0
1772681650.397,26.2,17.5,94.56,3.821,0.0
1772681650.425,36.3,16.8,92.88,1.684,0.0
1772681650.467,23.9,18.1,90.96,1.922,0.0
1772681650.493,38.2,17.4,90.83,0.126,0.0
1772681650.526,30.8,16.8,89.35,1.475,0.0
1772681650.563,26.6,16.9,88.07,1.286,0.0
1772681650.593,33.3,16.9,89.04,0.968,0.0
1772681650.627,29.8,16.9,95.23,6.198,0.0
1772681650.677,20.0,19.3,94.93,0.305,0.0
1772681650.702,39.9,18.2,88.29,6.634,0.0
1772681650.727,39.7,17.6,90.24,1.950,0.0
1772681650.767,24.7,18.3,89.02,1.227,0.0
1772681650.793,38.5,17.0,88.94,0.076,0.0
1772681650.827,29.4,16.8,87.17,1.769,0.0
1772681650.862,28.7,17.9,90.31,3.133,0.0
1772681650.894,31.7,17.6,88.03,2.280,0.0
1772681650.929,28.3,17.9,88.21,0.189,0.0
1772681650.959,33.2,17.5,88.17,0.042,0.0
1772681650.989,33.9,17.3,0.00,0.000,0.0
1772681651.030,24.4,17.7,88.94,0.763,0.0
1772681651.059,34.2,17.4,88.93,0.005,0.0
1772681651.094,28.1,17.7,88.77,0.159,0.0
1772681651.125,32.5,17.2,0.00,0.000,0.0
1772681651.159,30.0,18.2,89.46,0.683,0.0
1772681651.206,20.9,19.5,88.71,0.744,0.0
1772681651.228,45.9,16.1,90.35,1.636,0.0
1772681651.260,31.7,16.5,89.18,1.171,0.0
1772681651.292,31.3,16.8,86.91,2.267,0.0
1772681651.326,29.0,17.1,88.79,1.885,0.0
1772681651.366,24.9,18.1,0.00,0.000,0.0
1772681651.392,39.5,17.3,89.73,0.933,0.0
1772681651.447,18.2,31.5,0.00,0.000,0.0
1772681651.469,43.7,17.0,0.00,0.000,0.0
1772681651.494,40.0,16.8,0.00,0.000,0.0
1772681651.528,29.4,16.7,91.80,2.072,0.0
1772681651.558,34.4,16.9,86.21,5.586,0.0
1772681651.621,15.6,32.3,0.00,0.000,0.0
1772681651.647,39.7,18.8,83.99,2.222,0.0
1772681651.671,41.7,18.2,84.50,0.513,0.0
1772681651.697,38.0,17.3,0.00,0.000,0.0
1772681651.726,35.0,17.2,0.00,0.000,0.0
1772681651.761,28.6,16.9,0.00,0.000,0.0
1772681651.792,31.4,17.1,0.00,0.000,0.0
1772681651.823,32.8,17.1,90.68,6.174,0.0
1772681651.860,27.0,18.3,0.00,0.000,0.0
1772681651.892,31.3,17.8,90.40,0.274,0.0
1772681651.939,21.4,19.8,91.30,0.900,0.0
1772681651.962,42.4,17.2,0.00,0.000,0.0
1772681651.992,33.6,17.0,90.66,0.646,0.0
1772681652.027,28.4,16.6,0.00,0.000,0.0
1772681652.058,32.7,16.6,0.00,0.000,0.0
1772681652.096,26.5,16.8,0.00,0.000,0.0
1772681652.125,33.7,16.6,0.00,0.000,0.0
1772681652.158,30.4,17.0,0.00,0.000,0.0
1772681652.211,19.0,31.2,91.08,0.425,0.0
1772681652.234,43.9,16.9,0.00,0.000,0.0
1772681652.261,37.3,16.8,0.00,0.000,0.0
1772681652.296,28.4,19.0,93.59,2.508,0.0
1772681652.326,33.1,17.1,0.00,0.000,0.0
1772681652.358,31.0,16.7,0.00,0.000,0.0
1772681652.391,30.3,17.0,0.00,0.000,0.0
1772681652.427,28.3,16.8,0.00,0.000,0.0
1772681652.457,32.5,16.2,0.00,0.000,0.0
1772681652.495,26.8,16.7,0.00,0.000,0.0
1772681652.531,27.4,16.6,0.00,0.000,0.0
1772681652.562,33.0,16.9,0.00,0.000,0.0
1772681652.595,29.6,16.6,0.00,0.000,0.0
1772681652.626,33.0,16.8,93.49,0.100,0.0
1772681652.661,28.3,17.3,94.06,0.566,0.0
1772681652.693,31.5,16.9,91.16,2.898,0.0
1772681652.724,31.4,16.9,90.35,0.813,0.0
1772681652.761,27.7,17.1,90.51,0.164,0.0
1772681652.793,30.5,16.8,90.04,0.469,0.0
1772681652.827,30.0,16.6,90.44,0.398,0.0
1772681652.859,31.3,16.5,90.67,0.225,0.0
1772681652.889,32.6,16.1,89.47,1.197,0.0
1772681652.928,25.8,17.7,89.93,0.462,0.0
1772681652.958,33.4,16.8,88.62,1.311,0.0
1772681652.996,26.1,17.6,91.42,2.800,0.0
1772681653.025,35.0,17.0,89.94,1.481,0.0
1772681653.062,26.7,18.0,0.00,0.000,0.0
1772681653.093,32.6,17.5,0.00,0.000,0.0
1772681653.124,32.9,16.9,0.00,0.000,0.0
1772681653.162,25.8,17.6,0.00,0.000,0.0
1772681653.186,41.6,17.5,91.16,1.226,0.0
1772681653.230,23.1,17.2,0.00,0.000,0.0
1772681653.258,34.8,17.1,0.00,0.000,0.0
1772681653.298,25.3,17.6,0.00,0.000,0.0
1772681653.326,35.5,16.9,0.00,0.000,0.0
1772681653.357,32.2,16.9,0.00,0.000,0.0
1772681653.399,23.8,17.7,0.00,0.000,0.0
1772681653.426,37.5,16.8,0.00,0.000,0.0
1772681653.461,28.6,16.9,0.00,0.000,0.0
1772681653.493,30.8,16.6,0.00,0.000,0.0
1772681653.524,32.7,16.7,0.00,0.000,0.0
1772681653.566,23.9,17.6,0.00,0.000,0.0
1772681653.591,40.0,16.9,0.00,0.000,0.0
1772681653.630,25.7,17.7,0.00,0.000,0.0
1772681653.659,34.1,16.6,0.00,0.000,0.0
1772681653.696,26.6,17.3,0.00,0.000,0.0
1772681653.729,31.1,16.5,90.48,0.686,0.0
1772681653.759,32.6,16.4,89.79,0.684,0.0
1772681653.795,28.1,16.7,0.00,0.000,0.0
1772681653.832,26.8,17.0,91.23,1.434,0.0
1772681653.857,40.1,17.2,90.51,0.719,0.0
1772681653.896,25.8,17.6,0.00,0.000,0.0
1772681653.925,33.8,17.3,90.12,0.389,0.0
1772681653.962,26.9,16.8,91.21,1.091,0.0
1772681653.992,34.1,16.7,90.08,1.127,0.0
1772681654.025,30.0,17.0,89.79,0.298,0.0
1772681654.114,11.2,35.5,89.97,0.189,0.0
1772681654.180,15.3,26.0,91.72,1.743,0.0
1772681654.203,42.1,17.2,90.55,1.171,0.0
1772681654.231,36.0,17.5,88.37,2.180,0.0
1772681654.255,41.3,17.8,89.69,1.323,0.0
1772681654.278,43.7,17.1,0.00,0.000,0.0
1772681654.302,41.5,17.5,0.00,0.000,0.0
1772681654.326,41.3,17.3,90.52,0.831,0.0
1772681654.360,29.7,16.9,0.00,0.000,0.0
1772681654.395,28.6,17.0,0.00,0.000,0.0
1772681654.428,30.3,16.8,0.00,0.000,0.0
1772681654.464,27.7,16.4,0.00,0.000,0.0
1772681654.492,35.7,16.4,0.00,0.000,0.0
1772681654.525,30.5,16.2,0.00,0.000,0.0
1772681654.561,27.9,16.8,0.00,0.000,0.0
1772681654.592,32.4,16.3,0.00,0.000,0.0
1772681654.630,25.9,16.5,0.00,0.000,0.0
1772681654.659,34.1,16.2,0.00,0.000,0.0
1772681654.694,28.7,16.8,90.81,0.285,0.0
1772681654.726,31.9,16.4,0.00,0.000,0.0
1772681654.758,31.2,16.4,0.00,0.000,0.0
1772681654.797,25.3,17.3,0.00,0.000,0.0
1772681654.825,35.6,16.5,0.00,0.000,0.0
1772681654.864,25.8,16.8,0.00,0.000,0.0
1772681654.894,33.1,16.3,0.00,0.000,0.0
1772681654.931,27.4,16.5,0.00,0.000,0.0
1772681654.968,26.5,17.3,0.00,0.000,0.0
1772681654.993,40.1,16.7,0.00,0.000,0.0
1772681655.024,32.5,16.3,0.00,0.000,0.0
1772681655.059,28.6,16.8,0.00,0.000,0.0
1772681655.092,30.8,16.4,0.00,0.000,0.0
1772681655.130,25.9,16.9,0.00,0.000,0.0
1772681655.158,35.6,16.5,0.00,0.000,0.0
1772681655.196,26.8,16.9,0.00,0.000,0.0
1772681655.225,34.1,16.2,0.00,0.000,0.0
1772681655.264,25.3,16.6,0.00,0.000,0.0
1772681655.296,31.8,18.1,90.62,0.182,0.0
1772681655.339,23.1,26.4,0.00,0.000,0.0
1772681655.364,40.9,16.7,0.00,0.000,0.0
1772681655.396,30.9,16.9,89.14,1.485,0.0
1772681655.425,34.9,16.8,0.00,0.000,0.0
1772681655.461,27.1,16.9,0.00,0.000,0.0
1772681655.493,31.7,16.6,0.00,0.000,0.0
1772681655.530,27.2,16.9,0.00,0.000,0.0
1772681655.560,33.3,16.9,0.00,0.000,0.0
1772681655.638,12.8,34.7,0.00,0.000,0.0
1772681655.662,40.7,18.0,0.00,0.000,0.0
1772681655.686,42.0,18.1,89.62,0.481,0.0
1772681655.709,44.4,17.2,89.98,0.359,0.0
1772681655.731,43.8,16.8,89.16,0.821,0.0
1772681655.759,36.2,16.9,89.44,0.278,0.0
1772681655.810,19.8,18.1,88.79,0.645,0.0
1772681655.833,43.6,17.1,90.15,1.364,0.0
1772681655.870,27.0,18.5,0.00,0.000,0.0
1772681655.908,26.1,17.5,0.00,0.000,0.0
1772681655.932,40.7,17.9,0.00,0.000,0.0
1772681655.962,34.1,17.5,0.00,0.000,0.0
1772681656.003,24.5,22.3,0.00,0.000,0.0
1772681656.026,42.7,16.9,0.00,0.000,0.0
1772681656.062,27.7,16.8,0.00,0.000,0.0
1772681656.092,34.0,16.6,88.76,1.393,0.0
1772681656.143,19.6,18.3,90.38,1.616,0.0
1772681656.166,42.4,17.2,89.29,1.087,0.0
1772681656.192,39.5,16.7,89.41,0.116,0.0
1772681656.229,26.9,16.6,90.20,0.796,0.0
1772681656.259,33.1,16.5,90.42,0.219,0.0
1772681656.297,26.2,17.2,0.00,0.000,0.0
1772681656.325,35.4,16.2,0.00,0.000,0.0
1772681656.372,21.5,17.4,0.00,0.000,0.0
1772681656.396,42.0,17.2,0.00,0.000,0.0
1772681656.431,28.2,17.2,0.00,0.000,0.0
1772681656.463,31.5,17.5,90.05,0.368,0.0
1772681656.493,33.2,16.6,0.00,0.000,0.0
1772681656.548,18.4,20.9,0.00,0.000,0.0
1772681656.575,37.1,20.7,0.00,0.000,0.0
1772681656.598,42.3,17.4,0.00,0.000,0.0
1772681656.630,31.5,16.5,91.26,1.209,0.0
1772681656.659,34.2,16.7,0.00,0.000,0.0
1772681656.700,24.8,18.5,86.98,4.277,0.0
1772681656.727,36.9,16.9,0.00,0.000,0.0
1772681656.765,26.3,17.1,0.00,0.000,0.0
1772681656.797,30.7,16.6,0.00,0.000,0.0
1772681656.831,29.5,16.7,0.00,0.000,0.0
1772681656.876,22.5,17.9,0.00,0.000,0.0
1772681656.899,43.0,17.1,90.23,3.243,0.0
1772681656.927,36.0,16.6,89.77,0.457,0.0
1772681656.972,22.0,17.9,90.67,0.902,0.0
1772681656.997,40.4,17.2,0.00,0.000,0.0
1772681657.028,31.6,17.2,0.00,0.000,0.0
1772681657.061,30.6,17.0,89.82,0.857,0.0
1772681657.092,32.5,16.6,89.79,0.022,0.0
1772681657.142,19.8,18.5,90.93,1.138,0.0
1772681657.168,39.0,19.4,88.43,2.498,0.0
1772681657.206,26.3,18.6,89.79,1.357,0.0
1772681657.232,38.1,19.4,89.12,0.666,0.0
1772681657.260,35.3,17.6,89.02,0.101,0.0
1772681657.306,22.1,17.7,89.76,0.740,0.0
1772681657.329,43.0,17.2,88.81,0.949,0.0
1772681657.362,30.5,17.1,88.06,0.755,0.0
1772681657.395,29.9,17.4,88.44,0.379,0.0
1772681657.434,25.7,18.3,88.73,0.290,0.0
1772681657.465,32.5,17.1,89.13,0.400,0.0
1772681657.494,33.9,17.3,89.92,0.796,0.0
1772681657.543,20.5,18.4,87.92,2.005,0.0
1772681657.566,43.3,17.1,88.13,0.213,0.0
1772681657.593,37.6,17.1,88.44,0.309,0.0
1772681657.630,27.2,17.1,89.23,0.793,0.0
1772681657.660,33.0,17.1,88.30,0.934,0.0
1772681657.700,24.7,18.0,88.66,0.361,0.0
1772681657.727,37.6,16.9,88.70,0.037,0.0
1772681657.763,27.8,17.5,0.00,0.000,0.0
1772681657.794,32.4,16.8,88.04,0.659,0.0
1772681657.826,30.7,16.9,0.00,0.000,0.0
1772681657.867,24.6,18.4,88.45,0.416,0.0
1772681657.895,36.4,18.0,88.49,0.036,0.0
1772681657.937,23.4,16.6,0.00,0.000,0.0
1772681657.963,39.8,17.3,89.25,0.756,0.0
1772681657.993,33.0,17.2,89.39,0.145,0.0
1772681658.048,18.3,30.5,88.37,1.025,0.0
1772681658.071,43.2,17.3,88.30,0.064,0.0
1772681658.098,37.1,17.4,89.33,1.027,0.0
1772681658.128,33.1,16.8,90.05,0.724,0.0
1772681658.162,29.2,17.1,90.68,0.630,0.0
1772681658.213,19.7,30.5,88.78,1.898,0.0
1772681658.237,42.0,17.9,91.09,2.310,0.0
1772681658.266,34.4,18.3,90.96,0.138,0.0
1772681658.298,31.4,19.5,90.85,0.105,0.0
1772681658.333,28.5,17.7,89.62,1.229,0.0
1772681658.360,36.1,17.2,91.57,1.949,0.0
1772681658.405,22.2,18.1,87.83,3.736,0.0
1772681658.429,41.9,17.2,92.49,4.659,0.0
1772681658.459,33.1,17.0,89.43,3.067,0.0
1772681658.505,22.1,17.7,89.37,0.061,0.0
1772681658.528,43.4,16.8,87.41,1.955,0.0
1772681658.564,28.0,17.6,89.88,2.466,0.0
1772681658.602,25.8,17.6,88.71,1.163,0.0
1772681658.629,37.3,17.2,90.12,1.406,0.0
1772681658.668,25.8,18.5,89.94,0.181,0.0
1772681658.694,37.9,17.1,88.88,1.059,0.0
1772681658.730,28.2,16.9,91.36,2.477,0.0
1772681658.761,31.9,17.5,91.79,0.437,0.0
1772681658.795,29.9,17.3,90.98,0.813,0.0
1772681658.832,26.9,17.5,89.96,1.025,0.0
1772681658.861,33.9,17.3,90.85,0.894,0.0
1772681658.903,23.8,18.7,93.61,2.763,0.0
1772681658.935,31.8,18.3,92.34,1.269,0.0
1772681658.967,31.0,17.9,101.47,9.128,0.0
1772681658.999,30.9,17.4,102.06,0.588,0.0
1772681659.027,35.7,17.5,101.89,0.174,0.0
1772681659.063,27.7,16.8,102.25,0.360,0.0
1772681659.095,32.0,17.3,102.54,0.291,0.0
1772681659.131,27.2,17.6,105.95,3.417,0.0
1772681659.166,29.3,17.3,103.69,2.264,0.0
1772681659.195,34.1,17.1,114.03,10.345,0.0
1772681659.237,23.9,17.9,110.68,3.354,0.0
1772681659.263,37.9,17.5,110.09,0.594,0.0
1772681659.307,23.0,16.4,119.28,9.190,0.0
1772681659.331,40.3,17.3,120.24,0.961,0.0
1772681659.369,26.3,19.3,116.33,3.902,0.0
1772681659.428,17.0,32.0,117.34,1.008,0.0
1772681659.453,40.9,18.3,121.71,4.364,0.0
1772681659.476,43.9,17.1,125.96,4.256,0.0
1772681659.498,43.7,17.2,134.79,8.823,0.0
1772681659.528,33.8,17.2,140.19,5.407,0.0
1772681659.568,25.1,17.7,147.97,7.779,0.0
1772681659.596,35.6,16.9,149.66,1.686,0.0
1772681659.632,27.5,17.8,0.00,0.000,0.0
1772681659.664,31.8,17.1,0.00,0.000,0.0
1772681659.695,31.9,17.1,0.00,0.000,0.0
1772681659.737,24.0,18.9,0.00,0.000,0.0
1772681659.762,39.6,17.5,0.00,0.000,0.0
1772681659.796,29.3,16.8,0.00,0.000,0.0
1772681659.829,30.1,16.7,0.00,0.000,0.0
1772681659.875,21.9,27.8,159.98,10.325,0.0
1772681659.899,41.4,17.8,163.39,3.411,0.0
1772681659.931,31.1,17.3,0.00,0.000,0.0
1772681659.972,24.5,18.3,167.98,4.588,0.0
1772681659.999,36.6,18.2,169.55,1.567,0.0
1772681660.028,34.9,17.8,0.00,0.000,0.0
1772681660.077,20.3,21.4,0.00,0.000,0.0
1772681660.103,39.0,18.6,0.00,0.000,0.0
1772681660.132,34.5,18.7,0.00,0.000,0.0
1772681660.163,32.3,17.2,0.00,0.000,0.0
1772681660.194,32.1,16.9,0.00,0.000,0.0
1772681660.234,25.1,18.5,0.00,0.000,0.0
1772681660.262,35.6,17.2,177.33,7.786,0.0
1772681660.302,24.9,17.5,0.00,0.000,0.0
1772681660.329,37.0,17.2,0.00,0.000,0.0
1772681660.373,22.7,17.9,0.00,0.000,0.0
1772681660.399,38.4,18.8,174.27,3.064,0.0
1772681660.429,33.5,17.6,0.00,0.000,0.0
1772681660.468,25.3,16.7,0.00,0.000,0.0
1772681660.496,35.7,17.0,0.00,0.000,0.0
1772681660.533,27.4,17.6,0.00,0.000,0.0
1772681660.562,34.8,17.8,173.12,1.155,0.0
1772681660.598,27.9,17.5,0.00,0.000,0.0
1772681660.629,31.8,17.2,171.87,1.244,0.0
1772681660.661,31.3,16.9,0.00,0.000,0.0
1772681660.709,20.9,18.0,0.00,0.000,0.0
1772681660.734,39.6,18.4,167.59,4.277,0.0
1772681660.772,26.1,18.3,166.93,0.661,0.0
1772681660.804,32.2,17.6,166.77,0.159,0.0
1772681660.831,36.5,17.6,159.83,6.946,0.0
1772681660.874,23.4,18.8,0.00,0.000,0.0
1772681660.911,27.0,17.6,160.49,0.666,0.0
1772681660.935,40.3,17.3,155.86,4.635,0.0
1772681660.971,27.8,18.5,0.00,0.000,0.0
1772681661.003,31.8,17.6,153.66,2.198,0.0
1772681661.040,27.0,17.7,158.02,4.359,0.0
1772681661.090,19.9,25.6,149.53,8.492,0.0
1772681661.114,41.8,18.1,143.92,5.605,0.0
1772681661.137,44.1,16.7,137.81,6.113,0.0
1772681661.177,24.9,17.0,128.88,8.934,0.0
1772681661.200,43.6,16.6,121.80,7.080,0.0
1772681661.233,30.1,20.4,117.86,3.942,0.0
1772681661.269,27.8,17.9,115.79,2.064,0.0
1772681661.299,33.4,19.3,118.12,2.334,0.0
1772681661.337,26.6,18.4,118.62,0.498,0.0
1772681661.365,35.0,18.5,110.13,8.497,0.0
1772681661.403,26.5,18.9,106.45,3.675,0.0
1772681661.434,32.0,17.9,104.66,1.793,0.0
1772681661.474,25.0,21.3,0.00,0.000,0.0
1772681661.501,37.1,18.9,95.60,9.054,0.0
1772681661.530,35.0,17.6,90.36,5.242,0.0
1772681661.569,25.3,18.2,88.70,1.658,0.0
1772681661.608,25.8,18.4,87.52,1.189,0.0
1772681661.632,41.6,18.0,82.34,5.179,0.0
1772681661.668,27.8,18.5,76.74,5.595,0.0
1772681661.696,35.0,17.4,77.14,0.403,0.0
1772681661.736,25.0,18.7,75.19,1.957,0.0
1772681661.768,31.3,17.6,84.33,9.143,0.0
1772681661.802,29.6,17.9,79.06,5.269,0.0
1772681661.834,31.1,17.9,91.53,12.468,0.0
1772681661.862,36.0,17.5,0.00,0.000,0.0
1772681661.900,26.7,17.6,85.75,5.779,0.0
1772681661.930,32.5,17.5,84.77,0.980,0.0
1772681661.970,25.3,17.9,86.42,1.653,0.0
1772681662.003,30.4,17.2,84.53,1.894,0.0
1772681662.031,34.8,17.3,84.76,0.232,0.0
1772681662.068,27.5,17.7,0.00,0.000,0.0
1772681662.100,31.0,17.5,0.00,0.000,0.0
1772681662.132,31.7,17.5,94.05,9.293,0.0
1772681662.173,24.2,17.1,92.82,1.234,0.0
