Timestamp,FPS,Angle
1772693959.181,9.7,171.00
1772693959.302,8.3,169.43
1772693959.412,9.1,163.86
1772693959.540,7.9,158.65
1772693959.664,8.1,145.50
1772693959.786,8.2,131.32
1772693959.936,6.7,110.10
1772693960.058,8.2,97.25
1772693960.192,7.4,88.31
1772693960.316,8.1,79.28
1772693960.565,4.0,77.91
1772693960.676,9.0,82.53
1772693960.808,7.6,92.45
1772693960.950,7.1,102.40
1772693961.070,8.4,116.68
1772693961.205,7.4,133.31
1772693961.319,8.8,146.97
1772693961.432,8.9,158.55
1772693961.568,7.3,165.94
1772693961.700,7.6,170.15
1772693961.829,7.8,172.65
1772693961.949,8.3,175.52
1772693962.063,8.8,175.32
1772693962.193,7.7,175.21
1772693962.300,9.3,174.66
1772693962.433,7.5,170.92
1772693962.560,7.9,166.08
1772693962.663,9.7,162.41
1772693962.796,7.5,151.25
1772693962.929,7.5,142.70
1772693963.046,8.6,125.08
1772693963.173,7.8,105.34
1772693963.294,8.3,92.80
1772693963.681,2.6,78.77
1772693963.814,7.5,74.06
1772693963.936,8.1,79.72
1772693964.091,6.5,92.51
1772693964.221,7.7,104.57
1772693964.344,8.1,122.10
1772693964.460,8.6,140.65
1772693964.579,8.4,150.70
1772693964.708,7.8,161.40
1772693964.847,7.2,168.57
1772693964.984,7.3,171.69
1772693965.111,7.9,172.92
1772693965.246,7.4,174.38
1772693965.390,6.9,172.69
1772693965.517,7.9,172.70
1772693965.644,7.9,171.22
1772693965.804,6.3,169.56
1772693965.952,6.7,165.05
1772693966.067,8.7,156.66
1772693966.210,7.0,146.96
1772693966.325,8.7,133.04
1772693966.454,7.7,117.24
1772693966.598,6.9,105.12
1772693966.706,9.3,94.60
1772693966.815,9.2,84.62
1772693966.937,8.2,81.90
1772693967.061,8.0,81.56
1772693967.166,9.5,82.31
1772693967.287,8.3,83.30
1772693967.410,8.2,88.00
1772693967.542,7.5,97.19
1772693967.681,7.2,107.80
1772693967.813,7.6,123.99
1772693967.948,7.4,133.66
1772693968.078,7.7,145.24
1772693968.276,5.1,155.04
1772693968.401,8.0,163.75
1772693968.536,7.4,166.28
1772693968.655,8.4,169.72
1772693968.786,7.7,170.11
1772693968.896,9.1,169.87
1772693969.014,8.5,170.13
1772693969.132,8.5,164.34
1772693969.253,8.3,162.64
1772693969.388,7.4,151.81
1772693969.652,3.8,140.14
1772693969.803,6.6,110.42
1772693969.930,7.9,96.56
1772693970.041,9.0,85.08
1772693970.164,8.2,73.77
1772693970.297,7.5,67.36
1772693970.416,8.4,67.73
1772693970.586,5.9,72.22
1772693970.746,6.2,85.74
1772693970.893,6.8,101.25
1772693971.025,7.5,110.01
1772693971.146,8.3,127.62
1772693971.275,7.7,136.96
1772693971.411,7.4,148.81
1772693971.537,7.9,157.73
1772693971.668,7.7,164.67
1772693971.809,7.1,171.23
1772693971.942,7.5,173.47
1772693972.062,8.4,173.46
1772693972.171,9.2,173.35
1772693972.293,8.2,173.06
1772693972.414,8.3,170.56
1772693972.544,7.7,163.67
1772693972.653,9.2,153.43
1772693972.781,7.8,141.82
1772693972.910,7.8,115.67
1772693973.031,8.3,92.06
1772693973.155,8.0,80.20
1772693973.289,7.5,65.01
1772693973.427,7.3,64.60
1772693973.542,8.7,68.76
1772693973.664,8.2,71.33
1772693973.802,7.3,75.52
1772693973.914,8.9,79.72
1772693974.029,8.7,81.52
1772693974.149,8.3,85.82
1772693974.264,8.7,88.41
1772693974.376,8.9,92.56
1772693974.490,8.8,98.21
1772693974.605,8.8,100.50
