Timestamp,FPS,Inference_ms,Angle,Jitter,CPU_Usage
1772685424.605,7.9,120.2,145.33,6.892,0.0
1772685424.711,9.5,98.0,151.08,5.751,0.0
1772685424.825,8.7,108.3,154.89,3.814,0.0
1772685424.938,8.9,106.3,0.00,0.000,0.0
1772685425.047,9.1,102.3,0.00,0.000,0.0
1772685425.164,8.6,110.2,0.00,0.000,0.0
1772685425.264,9.9,93.9,0.00,0.000,0.0
1772685425.375,9.0,105.7,0.00,0.000,0.0
1772685425.475,10.0,94.6,0.00,0.000,0.0
1772685425.582,9.4,101.2,0.00,0.000,0.0
1772685425.698,8.6,110.9,0.00,0.000,0.0
1772685425.799,9.9,94.3,154.25,0.646,0.0
1772685425.917,8.5,112.6,153.04,1.209,0.0
1772685426.009,10.9,86.0,141.72,11.313,0.0
1772685426.109,9.9,95.5,131.93,9.799,0.0
1772685426.224,8.7,108.4,118.83,13.092,0.0
1772685426.329,9.5,98.9,97.83,21.007,0.0
1772685426.436,9.4,100.9,96.54,1.291,0.0
1772685426.539,9.6,98.2,86.61,9.923,0.0
1772685426.652,8.9,107.3,84.83,1.781,0.0
1772685426.766,8.8,108.4,88.06,3.224,0.0
1772685426.868,9.8,93.2,90.93,2.875,0.0
1772685426.983,8.7,106.8,91.64,0.706,0.0
1772685427.163,5.6,168.2,92.44,0.806,0.0
1772685427.343,5.6,173.0,92.94,0.500,0.0
1772685427.460,8.5,110.2,91.67,1.273,0.0
1772685427.591,7.7,123.5,92.45,0.781,0.0
1772685427.691,10.0,93.4,93.14,0.687,0.0
1772685427.785,10.6,89.1,95.81,2.675,0.0
1772685427.897,9.0,105.7,103.14,7.332,0.0
1772685427.997,10.0,94.1,106.04,2.900,0.0
