Timestamp,FPS,Inference_ms,Angle,Jitter,CPU_Usage
1772678452.712,16.8,46.7,105.05,5.513,0.0
1772678452.801,11.3,74.9,113.00,7.950,0.0
1772678452.862,16.2,48.0,105.86,7.143,0.0
1772678452.924,16.2,49.1,107.32,1.458,0.0
1772678452.985,16.5,48.0,98.98,8.343,0.0
1772678453.048,15.9,49.2,100.27,1.299,0.0
1772678453.130,12.2,68.8,106.49,6.214,0.0
1772678453.191,16.5,47.2,102.78,3.710,0.0
1772678453.253,16.1,48.9,116.67,13.894,0.0
1772678453.313,16.5,47.4,107.28,9.393,0.0
1772678453.376,15.9,50.7,109.69,2.414,0.0
1772678453.441,15.3,51.1,110.84,1.150,0.0
1772678453.507,15.1,52.0,106.51,4.331,0.0
1772678453.573,15.2,52.1,107.02,0.510,0.0
1772678453.639,15.3,51.6,111.77,4.747,0.0
1772678453.701,16.1,49.2,119.77,7.995,0.0
1772678453.766,15.2,51.3,124.74,4.970,0.0
1772678453.839,13.7,56.0,108.77,15.963,0.0
1772678453.905,15.2,51.9,112.68,3.906,0.0
1772678453.973,14.7,53.5,102.95,9.728,0.0
1772678454.038,15.3,50.4,109.40,6.454,0.0
1772678454.128,11.2,75.7,110.97,1.568,0.0
1772678454.196,14.6,54.0,116.10,5.124,0.0
1772678454.260,15.8,50.0,113.51,2.590,0.0
1772678454.323,15.7,50.4,108.68,4.829,0.0
1772678454.410,11.5,73.6,110.02,1.342,0.0
1772678454.472,16.1,49.5,118.90,8.880,0.0
1772678454.559,11.6,69.1,112.33,6.570,0.0
1772678454.635,13.1,61.0,111.79,0.539,0.0
1772678454.716,12.2,62.6,116.81,5.019,0.0
1772678454.788,14.1,55.6,107.43,9.376,0.0
1772678454.856,14.6,54.9,111.71,4.274,0.0
1772678454.920,15.7,50.3,113.90,2.191,0.0
1772678454.984,15.5,50.6,107.11,6.794,0.0
1772678455.048,15.8,49.9,112.05,4.944,0.0
1772678455.111,15.7,50.0,113.77,1.725,0.0
1772678455.179,14.8,51.1,119.24,5.464,0.0
1772678455.242,15.8,50.2,121.38,2.139,0.0
1772678455.331,11.2,71.3,121.63,0.256,0.0
1772678455.397,15.2,51.7,130.95,9.313,0.0
1772678455.466,14.5,54.6,134.03,3.085,0.0
1772678455.532,15.1,51.2,139.63,5.595,0.0
1772678455.623,10.9,74.7,146.28,6.658,0.0
1772678455.686,16.0,49.6,149.61,3.326,0.0
1772678455.751,15.4,52.0,153.97,4.356,0.0
1772678455.815,15.5,51.3,155.30,1.330,0.0
1772678455.882,15.0,52.6,158.24,2.941,0.0
1772678455.967,11.8,67.4,164.51,6.269,0.0
1772678456.040,13.8,55.7,171.07,6.565,0.0
1772678456.113,13.6,57.9,169.07,1.997,0.0
1772678456.179,15.3,51.2,169.46,0.384,0.0
1772678456.243,15.6,49.5,171.40,1.945,0.0
1772678456.321,12.8,60.8,175.30,3.897,0.0
1772678456.395,13.4,56.5,175.54,0.239,0.0
1772678456.480,11.7,71.3,175.62,0.082,0.0
1772678456.570,11.2,70.2,176.47,0.854,0.0
1772678456.660,11.1,72.9,176.81,0.334,0.0
1772678456.736,13.1,60.0,175.42,1.386,0.0
1772678456.827,11.0,68.8,177.41,1.984,0.0
1772678456.890,15.9,50.1,172.16,5.246,0.0
1772678456.955,15.4,50.5,172.84,0.676,0.0
1772678457.024,14.5,54.5,168.89,3.947,0.0
1772678457.089,15.3,51.4,169.81,0.919,0.0
1772678457.152,15.8,50.4,169.79,0.016,0.0
1772678457.214,16.2,49.0,165.65,4.140,0.0
1772678457.275,16.3,47.3,160.44,5.211,0.0
1772678457.341,15.3,49.5,154.47,5.967,0.0
1772678457.414,13.7,58.4,148.42,6.054,0.0
1772678457.477,15.8,49.1,147.30,1.121,0.0
1772678457.542,15.3,51.7,140.35,6.954,0.0
1772678457.635,10.8,74.4,128.61,11.736,0.0
1772678457.702,15.1,52.5,120.81,7.799,0.0
1772678457.765,15.8,49.0,105.42,15.386,0.0
1772678457.831,15.1,53.5,102.29,3.139,0.0
1772678457.899,14.8,54.5,95.48,6.801,0.0
1772678457.981,12.2,68.0,90.41,5.079,0.0
1772678458.072,11.0,73.3,89.81,0.599,0.0
1772678458.138,15.0,50.9,74.08,15.724,0.0
1772678458.207,14.4,52.4,87.66,13.575,0.0
1772678458.272,15.6,50.8,74.57,13.085,0.0
1772678458.339,14.7,52.8,82.75,8.175,0.0
1772678458.405,15.3,51.5,76.28,6.470,0.0
1772678458.469,15.6,50.5,81.56,5.278,0.0
1772678458.556,11.5,69.2,79.98,1.579,0.0
