Timestamp,FPS,Angle
1773392279.959,26.4,106.09
1773392279.998,26.0,107.62
1773392280.036,25.9,106.54
1773392280.084,20.7,105.99
1773392280.134,20.0,100.34
1773392280.184,20.1,99.57
1773392280.223,25.5,97.46
1773392280.260,27.5,95.96
1773392280.306,21.4,96.51
1773392280.347,24.4,97.61
1773392280.386,26.0,98.06
1773392280.423,26.7,98.37
1773392280.461,26.1,99.02
1773392280.500,26.2,98.48
1773392280.547,21.2,98.29
1773392280.596,20.4,98.69
1773392280.645,20.1,99.25
1773392280.695,20.2,97.82
1773392280.744,20.4,97.55
1773392280.793,20.5,97.57
1773392280.843,20.2,98.21
1773392280.891,20.7,97.26
1773392280.940,20.5,98.07
1773392280.988,20.5,98.06
1773392281.039,20.0,96.78
1773392281.088,20.1,96.95
1773392281.138,20.1,96.94
1773392281.187,20.4,97.62
1773392281.236,20.7,96.75
1773392281.285,20.3,93.83
1773392281.334,20.4,97.73
1773392281.384,19.9,98.37
1773392281.433,20.5,99.57
1773392281.483,19.9,98.65
1773392281.533,20.0,99.05
1773392281.584,19.8,98.05
1773392281.634,20.0,99.08
1773392281.684,19.9,98.68
1773392281.734,20.1,99.28
1773392281.785,19.6,98.44
1773392281.834,20.3,98.49
1773392281.883,20.4,98.62
1773392281.932,20.2,98.52
1773392281.982,20.3,97.85
1773392282.031,20.4,98.63
1773392282.081,19.9,98.81
1773392282.131,20.0,98.81
1773392282.174,23.2,99.04
1773392282.212,26.2,99.33
1773392282.251,25.8,97.65
1773392282.298,21.1,97.49
1773392282.339,24.7,98.88
1773392282.385,21.5,98.35
1773392282.435,20.1,97.71
1773392282.475,24.9,98.19
1773392282.518,23.4,97.51
1773392282.556,26.3,98.11
1773392282.594,26.2,98.50
1773392282.632,26.5,99.07
1773392282.670,26.0,98.23
1773392282.708,26.2,97.75
1773392282.748,25.4,97.82
1773392282.787,25.5,97.93
1773392282.824,26.6,98.80
1773392282.862,26.3,97.80
1773392282.900,26.5,97.94
1773392282.938,26.5,98.07
1773392282.975,27.0,98.34
1773392283.016,24.5,99.28
1773392283.074,17.2,99.26
1773392283.123,20.3,98.55
1773392283.171,21.0,98.24
1773392283.216,22.1,99.26
1773392283.263,21.1,100.37
1773392283.311,21.0,99.38
1773392283.360,20.2,99.97
1773392283.402,23.7,100.17
1773392283.441,25.8,99.59
1773392283.479,26.2,100.12
1773392283.520,24.7,100.52
1773392283.557,26.9,100.78
1773392283.593,27.7,99.33
1773392283.638,22.4,100.75
1773392283.686,20.8,99.88
1773392283.734,20.8,101.18
1773392283.782,20.8,100.30
1773392283.830,20.9,101.46
1773392283.879,20.4,99.99
1773392283.927,20.9,101.07
1773392283.975,20.8,100.62
1773392284.024,20.4,99.64
1773392284.061,26.6,100.15
1773392284.096,29.1,99.37
1773392284.142,21.7,101.65
1773392284.190,20.6,100.23
1773392284.239,20.5,100.23
1773392284.279,24.8,100.79
1773392284.315,28.0,99.88
1773392284.350,28.3,99.92
1773392284.386,28.3,100.55
1773392284.422,27.5,100.01
1773392284.468,21.7,100.17
1773392284.516,20.7,100.20
1773392284.565,20.7,100.43
1773392284.613,20.8,100.48
1773392284.663,20.1,100.79
1773392284.713,19.8,100.31
1773392284.762,20.7,100.61
1773392284.811,20.1,100.34
1773392284.852,24.4,100.93
1773392284.890,26.8,100.36
1773392284.927,27.2,100.16
1773392284.964,26.9,100.60
1773392284.998,28.8,101.27
1773392285.044,21.9,101.17
1773392285.083,25.5,99.93
1773392285.121,26.7,100.42
1773392285.158,26.8,100.46
1773392285.194,27.8,99.72
1773392285.231,27.4,101.12
1773392285.267,27.6,100.68
1773392285.312,22.0,100.10
1773392285.360,20.9,100.28
1773392285.408,21.0,99.44
1773392285.453,22.1,99.63
1773392285.490,26.9,98.17
1773392285.535,22.3,99.57
1773392285.583,21.0,99.29
1773392285.630,21.2,98.80
1773392285.678,20.7,98.25
1773392285.726,20.9,98.63
1773392285.773,21.2,98.38
1773392285.821,21.1,97.77
1773392285.868,21.2,99.63
1773392285.916,20.7,97.95
1773392285.954,26.3,98.12
1773392286.000,21.8,98.13
1773392286.049,20.5,98.04
1773392286.096,21.2,99.47
1773392286.145,20.6,99.31
1773392286.193,20.6,99.30
1773392286.243,20.0,99.86
1773392286.293,20.0,100.54
1773392286.341,20.9,99.50
1773392286.382,24.2,101.54
1773392286.429,21.4,101.38
1773392286.478,20.4,102.42
1773392286.527,20.4,100.19
1773392286.575,20.8,102.01
1773392286.624,20.3,100.93
1773392286.674,20.3,101.84
1773392286.725,19.6,100.68
1773392286.774,20.1,100.04
1773392286.824,20.3,99.76
1773392286.874,19.8,98.69
1773392286.924,20.2,99.39
1773392286.973,20.2,99.12
1773392287.013,24.9,98.77
1773392287.060,21.3,100.61
1773392287.098,26.6,98.06
1773392287.133,28.9,96.82
1773392287.167,28.7,96.94
1773392287.202,28.7,95.74
1773392287.239,27.5,96.69
1773392287.275,27.5,97.13
1773392287.311,27.8,95.92
1773392287.350,25.6,96.64
1773392287.397,21.3,96.54
1773392287.447,19.8,96.26
1773392287.495,20.9,96.45
1773392287.542,21.2,95.99
1773392287.590,20.8,95.53
1773392287.638,21.1,94.77
1773392287.677,25.7,94.78
1773392287.714,27.1,95.48
1773392287.759,22.2,95.68
1773392287.806,21.0,94.57
1773392287.855,20.5,95.19
1773392287.905,20.0,94.33
1773392287.954,20.4,96.18
1773392288.002,20.9,96.33
1773392288.050,20.9,95.93
1773392288.098,20.9,95.79
1773392288.145,20.9,96.17
1773392288.194,20.7,96.22
1773392288.241,21.3,96.24
1773392288.290,20.4,97.08
1773392288.338,20.7,95.32
1773392288.377,25.5,96.55
1773392288.414,27.5,96.09
1773392288.450,27.6,97.44
1773392288.486,27.6,95.70
1773392288.522,27.7,96.82
1773392288.557,28.4,97.17
1773392288.593,28.2,97.92
1773392288.628,28.5,97.09
1773392288.663,28.4,97.94
1773392288.699,27.7,96.70
1773392288.736,27.2,96.71
1773392288.773,27.0,98.08
1773392288.809,27.7,97.11
1773392288.846,26.9,97.02
1773392288.883,27.2,98.18
1773392288.939,17.9,98.43
1773392288.975,27.8,98.12
1773392289.010,28.2,96.85
1773392289.076,15.2,98.34
1773392289.113,27.3,97.33
1773392289.167,18.5,97.47
1773392289.215,20.5,97.25
1773392289.260,22.3,96.78
1773392289.321,16.4,96.31
1773392289.382,16.6,96.91
1773392289.423,23.9,96.22
1773392289.460,27.6,97.38
1773392289.497,26.6,96.35
1773392289.535,26.7,96.18
1773392289.579,22.3,96.71
1773392289.627,21.1,98.68
1773392289.674,21.3,97.82
1773392289.721,21.1,96.74
1773392289.768,21.4,98.26
1773392289.816,21.0,97.08
1773392289.863,21.0,96.57
1773392289.910,21.1,96.06
1773392289.958,21.1,96.64
1773392290.005,21.3,95.79
1773392290.051,21.5,96.42
1773392290.098,21.5,97.04
1773392290.141,23.2,97.09
1773392290.188,21.1,96.26
1773392290.236,21.0,96.93
1773392290.284,20.8,96.83
1773392290.332,21.1,97.24
1773392290.379,21.0,95.64
1773392290.417,26.7,96.06
1773392290.458,24.1,96.37
1773392290.505,21.3,96.48
1773392290.549,23.0,95.00
1773392290.596,21.0,96.27
1773392290.644,21.0,96.22
1773392290.684,24.9,97.69
1773392290.729,22.4,96.18
1773392290.769,24.6,96.28
1773392290.817,20.9,96.45
1773392290.865,21.0,95.57
1773392290.912,21.2,96.87
1773392290.960,20.9,96.00
1773392290.997,26.8,96.32
1773392291.032,28.6,96.49
1773392291.067,28.4,96.35
1773392291.102,28.9,96.41
1773392291.146,22.6,95.55
1773392291.204,17.4,96.97
1773392291.251,21.4,95.62
1773392291.288,26.8,95.63
1773392291.325,27.3,94.93
1773392291.359,28.9,96.96
1773392291.398,25.8,96.37
1773392291.445,21.6,96.50
1773392291.494,20.4,96.81
1773392291.542,20.7,95.98
1773392291.591,20.5,95.59
1773392291.639,20.6,97.57
1773392291.688,20.5,97.39
1773392291.736,21.1,97.23
1773392291.784,20.5,97.01
1773392291.824,25.4,97.13
1773392291.869,22.4,98.29
1773392291.912,22.9,96.58
1773392291.960,21.2,96.85
1773392292.007,21.2,96.31
1773392292.054,21.2,95.60
1773392292.101,21.1,96.27
1773392292.149,21.0,95.40
1773392292.197,21.0,97.22
1773392292.244,21.1,96.52
1773392292.295,19.4,97.39
1773392292.346,19.8,96.57
1773392292.395,20.4,94.48
1773392292.442,21.0,92.76
1773392292.491,20.4,92.07
1773392292.540,20.6,91.32
1773392292.579,25.4,91.90
1773392292.616,27.0,91.55
1773392292.656,25.0,93.35
1773392292.715,16.8,91.54
1773392292.763,20.8,88.97
1773392292.813,20.3,88.75
1773392292.862,20.3,88.99
1773392292.911,20.4,87.89
1773392292.960,20.3,89.30
1773392293.008,20.6,87.68
1773392293.058,20.3,87.50
1773392293.106,20.8,88.57
1773392293.153,21.0,87.76
1773392293.201,20.8,88.89
1773392293.250,20.5,87.28
1773392293.299,20.5,87.82
1773392293.348,20.3,87.08
1773392293.397,20.4,87.32
1773392293.446,20.4,87.78
1773392293.495,20.5,87.23
1773392293.544,20.5,87.91
1773392293.592,20.7,88.24
1773392293.640,20.8,90.55
1773392293.680,25.4,88.84
1773392293.717,27.0,89.31
1773392293.753,27.2,89.69
1773392293.799,22.2,89.21
1773392293.838,25.2,87.98
1773392293.875,27.2,88.78
1773392293.912,27.0,89.01
1773392293.949,26.9,88.75
1773392293.988,25.6,89.34
1773392294.027,26.0,89.12
